source,target,value
magic,Dudley,13
magic,Fred,24
magic,Ginny,7
magic,Gringotts,6
magic,Hagrid,6
magic,Harry,41
magic,Harry Potter,16
magic,Hedwig,12
magic,Hermione,4
magic,Lockhart,8
magic,MAGIC,8
magic,Malfoy,12
magic,McGonagall,3
magic,Ron,38
magic,Rowena,6
magic,Uncle,7
magic,able,9
magic,day,3
magic,face,11
magic,glossy,4
magic,hope,5
magic,uncle,3
mark,Dobby,9
mark,Hannah,8
mark,Harry,6
mark,Ron,3
marvolo,Harry Potter,12
miles,Ginny,3
miles,Hagrid,8
miles,Harry,8
miles,Ron,12
miles,black,4
miles,forest,4
miles,pumpkin,8
newspaper,Harry,8
newspaper,Malfoy,12
peacock,Harry,9
peacock,Hermione,8
peacock,Lockhart,4
portly ghost,NICHOLAS,12
pumpkin,Hagrid,4
pumpkin,Harry,28
pumpkin,Ron,11
pumpkin,Snape,4
pumpkin,able,8
pumpkin,clever,3
rich,George,4
rich,Harry,16
rich,Vernon,12
rich,day,4
rose,Dumbledore,3
rose,Fred,2
rose,George,9
rose,Hagrid,6
rose,Harry,16
rose,Harry Potter,7
rose,Hermione,8
rose,McGonagall,3
rose,Myrtle,3
rose,Oliver,3
rose,Ron,15
rose,angry,3
rose,black,3
rose,broom,6
rose,clever,3
rose,day,2
ruby,Harry,17
ruby,Ron,4
scarlet,Fawkes,12
scarlet,Flitwick,3
scarlet,Fred,6
scarlet,George Weasley,2
scarlet,Harry,48
scarlet,Harry Potter,12
scarlet,Hermione,3
scarlet,Lockhart,4
scarlet,Malfoy,20
scarlet,Oliver Wood,3
scarlet,Ron,15
scarlet,face,3
scarlet,fang,4
spindle,Harry,4
stunned,Harry,21
stunned,Hermione,9
stunned,McGonagall,6
stunned,Mr. Weasley,8
stunned,Penelope Clearwater,4
stunned,Ron,15
stunned,black,8
stunned,face,6
tall,Forbidden,4
tall,Harry,12
tall,Tom Riddle,4
tall,Uncle,8
tall,black,3
tall,broom,3
tall,hall,3
teddy,Fred,8
teddy,Ron,4
tom,Salazar Slytherin,2
tom,lord,6
trolley,Harry,4
trolley,Harry Potter,4
trolley,Hedwig,12
trolley,Ron,12
trolley,face,11
trolley,miles,8
trolley,pumpkin,4
uncle,Dudley,24
uncle,Hermione,4
uncle,Molly,8
uncle,Vernon,12
violet,Dobby,3
violet,George,3
violet,Harry Potter,4
voldemort,Harry,12
wee,Peeves,9
zoo,Dudley,12
zoo,Harry,8
zoo,face,4
